samples,BC1,BC10,BC11,BC12,BC14,BC15,BC16,BC17,BC18,BC19,BC20,BC21,BC23,BC24,BC25,BC26,BC27,BC28,BC3,BC30,BC4,BC5,BC6,BC7,BC8,BC9
3905,0.140312347,0.027446137,0,0.103459425,0,0.624342797,0.182674743,0,0.008077544,0.172523381,0.122579063,0.005047956,0,0.070348224,0,0.246791708,0,0.058518642,0.099881094,0.114775423,0,0.112842558,0.361532899,0.175151798,0.025833118,0.212327484
3931,0.085407516,0,0,0.491432266,0,0,0,0.425404134,0,0,0.220642314,0,0.379947828,0.011724704,0,0,0.004671369,0.250794182,0,0,0.492219752,0.134336378,0,0.367818776,0,0.262286892
3932,0.042703758,0,0,0.349175558,0,0,0,0.25524248,0,0,0.128708017,0,0.187138482,0,0,0,0,0.133756897,0,0,0.222292791,0.096722192,0,0.221858944,0,0.143633298
3964,0.652757443,0.192122959,0,0.025864856,0.258376396,0,0.00961446,0.10009509,0,0.217924271,0.441284629,0.126198889,0,0.199319967,0,0.871997368,0.088756014,0,0,0.01530339,0,0.274046212,0.469992769,0.531293788,0.290622578,0.293511522
3965,1.00658858,0.17839989,0,0.058195926,0.225037506,0,0.00961446,0.135128372,0,0.290565695,0.704829615,0.227158001,0,0.269668191,0.021017234,1.310738181,0.140141075,0,0.009512485,0.01530339,0,0.370768404,0.759219089,0.65973844,0.303539137,0.287266596
4009,0,5.118704542,0,0,0,0,0,0.72068465,0,4.467447562,0,0,0,0,0,0,0,0,0,0,1.357573833,0,0,0,0,0
4010,0.933382138,0.17839989,0.014419611,0.03233107,0.233372229,0,0.02884338,0.10009509,0.008077544,0.245164805,0.453542535,0.166582534,0,0.257943487,0,0.95426127,0.088756014,0,0.009512485,0.160685592,0,0.241805481,0.542299349,0.507940215,0.290622578,0.231062262
4013,0.738164959,0.137230685,0,0.038797284,0.141690282,0,0.00961446,0.0550523,0,0.199763915,0.398381956,0.141342756,0,0.164145855,0,0.800701985,0.088756014,0,0.004756243,0.122427118,0,0.284793122,0.542299349,0.35614199,0.258331181,0.193592706
4068,0,0,3.201153569,0.116391853,0,0,0.865301413,0,0,0,0.226771267,0,0,3.869152304,1.492223623,0,0,0.794181575,0.009512485,0,0,0.005373455,0.524222704,0,0,0
4072,1.098096633,0.27446137,0,0.045263498,0.183363894,0,0.01922892,0.110104599,0.008077544,0.317806229,0.619024271,0.141342756,0,0.269668191,0,0.94877701,0.116784229,0,0,0.175988982,0,0.274046212,0.650759219,0.583839327,0.381038491,0.28102167
4170,0.317227916,0.082338411,0,0.012932428,0.108351392,0,0,0.040038036,0,0.04540089,0.183868595,0.040383645,0,0.070348224,0,0.433256554,0.046713692,0,0,0.007651695,0,0.091348737,0.18076645,0.134283045,0.090415913,0.081184038
4171,0.500244021,0.164676822,0.014419611,0.045263498,0.141690282,0,0.02884338,0.10009509,0.016155089,0.154363026,0.40451091,0.131246845,0,0.187595263,0,0.745859384,0.042042323,0,0.014268728,0.007651695,0,0.177324019,0.433839479,0.397010743,0.193748385,0.162368076
4198,0.854075159,0.164676822,0,0.06466214,0.183363894,0,0.02884338,0.085080827,0,0.281485517,0.545476833,0.186774356,0,0.164145855,0,0.987166831,0.084084645,0,0.009512485,0,0,0.22031166,0.596529284,0.618869687,0.329372255,0.24979704
4201,0.353831137,0.027446137,0.014419611,0.03233107,0.025004167,0,0,0.075071318,0.008077544,0.081721602,0.214513361,0.060575467,0,0.105522336,0,0.416803773,0.028028215,0,0,0,0,0.145083289,0.361532899,0.239374124,0.167915267,0.09367389
4276,1.543435822,1.125291615,0.014419611,1.319107662,0,7.413249211,1.596000385,0,0.008077544,2.469808408,1.826428046,0.005047956,0.005670863,0.996599836,0.021017234,2.934079193,0.004671369,1.462966059,1.512485137,1.362001683,0,1.085437937,4.898770788,1.500467071,0.154998708,1.873477799
4278,0.2318204,0.219569096,0.014419611,0.200452635,0,0.985804416,0.173060283,0,0,0.408608009,0.196126502,0,0,0.05862352,0.021017234,0.334539871,0,0.167196121,0.223543401,0.214247456,0,0.150456744,0.542299349,0.163475012,0.038749677,0.24979704
4280,0.207418253,0.096061479,0,0.161655351,0,0.834647739,0.124987982,0,0,0.308726051,0.196126502,0,0,0.05862352,0,0.32357135,0,0.125397091,0.195005945,0.191292371,0,0.075228372,0.379609544,0.227697338,0.019374839,0.224817336
4306,0.146412884,0.192122959,0,0.213385063,0,0.913512093,0.173060283,0,0.008077544,0.335966585,0.324834518,0,0,0.11724704,0,0.361961171,0.004671369,0.125397091,0.275862069,0.26780932,0,0.112842558,0.632682574,0.198505371,0.00645828,0.306001374
4359,0.311127379,0.123507616,0.014419611,0.252182347,0,1.235541535,0.288433804,0,0,0.308726051,0.355479284,0.005047956,0,0.093797632,0,0.471646375,0,0.259153988,0.385255648,0.26780932,0,0.177324019,0.723065799,0.227697338,0.019374839,0.362205708
4360,0.494143485,0.205846027,0.014419611,0.349175558,0,1.827024185,0.326891645,0,0,0.562971034,0.465800441,0,0,0.175870559,0,0.63617418,0,0.401270691,0.475624257,0.290764404,0,0.322407308,1.301518438,0.391172349,0.058124516,0.587023044
4362,0.512445095,0.480307397,0,0.569026835,0,2.740536278,0.615325449,0,0,0.817216017,0.600637411,0,0,0.246218783,0,1.058462213,0.004671369,0.518307975,0.585017836,0.53561864,0,0.40838259,1.807664497,0.513778608,0.096874193,0.674452008
4396,0.378233285,0.137230685,0.014419611,0.213385063,0,1.41955836,0.230747044,0,0,0.499409788,0.343221378,0,0,0.152421151,0,0.586815839,0,0.217354957,0.290130797,0.221899151,0,0.225685116,0.795372379,0.251050911,0.038749677,0.393430338
4397,0.109809663,0.137230685,0,0.142256709,0,0.598054679,0.134602442,0,0,0.190683737,0.183868595,0,0,0.105522336,0,0.241307448,0,0.100317673,0.156956005,0.099472033,0,0.096722192,0.361532899,0.110929472,0.00645828,0.212327484
4419,0.170815032,0,0,1.105722599,0,0,0,0.730694159,0,0,0.441284629,0,0.827946013,0,0,0,0.004671369,0.392910884,0.004756243,0,1.111463957,0.241805481,0,0.700607193,0,0.537063636
4420,0.164714495,0,0,1.57129001,0,0,0,1.096041239,0,0.018160356,0.643540083,0,1.173868663,0.011724704,0,0,0,0.643705066,0.014268728,0,1.206732296,0.317033853,0,0.834890238,0,0.643227378
4422,0.067105905,0,0,0.549628193,0,0,0,0.265251989,0,0,0.220642314,0,0.283543155,0,0,0,0.009342738,0.167196121,0,0,0.41282947,0.102095648,0,0.239374124,0,0.206082558
4440,0.1159102,0,0,1.157452312,0,0,0,0.610580051,0,0.009080178,0.459671488,0,0.629465805,0,0,0,0,0.451429527,0.004756243,0,0.96062242,0.193444385,0,0.653900047,0,0.518328858
4441,1.348218643,0,0,10.44293566,0,0.006572029,0,6.62629498,0,0.054481068,4.854130914,0,6.997845072,0.035174112,0,0,0.046713692,4.338739341,0.014268728,0,9.344236265,2.332079527,0,5.949322746,0.00645828,4.440142384
4442,0.067105905,0,0,0.375040414,0,0,0,0.340323307,0,0,0.183868595,0,0.351593513,0,0,0,0.004671369,0.225714763,0,0,0.309622102,0.123589468,0,0.274404484,0,0.287266596
4443,0.158613958,0,0,1.228580666,0,0,0,0.725689405,0,0.018160356,0.514832067,0,0.754224793,0,0,0,0.004671369,0.501588363,0,0,1.238488409,0.236432026,0,0.764829519,0,0.49959408
4444,0.042703758,0,0,0.33624313,0,0,0,0.330313798,0,0,0.208384408,0,0.277872292,0,0,0,0.004671369,0.217354957,0,0,0.357256272,0.112842558,0,0.297758057,0,0.199837632
4502,0.103709126,0,0,0.588425477,0,0,0,0.370351834,0,0,0.257416033,0,0.41964387,0,0,0,0,0.242434376,0,0.007651695,0.452524611,0.128962923,0,0.332788417,0,0.243552114
4503,0.134211811,0,0,0.911736178,0,0,0,0.670637105,0,0.009080178,0.612895317,0,0.708857888,0,0,0,0,0.401270691,0,0,0.849476024,0.193444385,0,0.583839327,0,0.380940486
4559,0.195217179,0,0,1.416100873,0,0,0,0.895851059,0,0.009080178,0.594508458,0,0.776908245,0,0,0,0.004671369,0.551747199,0.004756243,0,1.008256589,0.214938205,0,0.817375058,0.00645828,0.587023044
4560,0.189116642,0,0,1.758810217,0,0,0,1.216155348,0,0.018160356,0.851924491,0,1.066122264,0,0,0,0.004671369,0.752382545,0,0,1.516354398,0.40838259,0,0.992526857,0,0.84306501
4561,0.09760859,0,0,0.588425477,0,0,0,0.370351834,0,0,0.208384408,0,0.425314733,0,0,0,0,0.250794182,0.004756243,0,0.635122261,0.171950564,0,0.35614199,0,0.237307188
4595,0.103709126,0,0,0.892337536,0,0,0,0.495470697,0,0,0.300318706,0,0.334580923,0,0,0,0,0.35947166,0,0,0.500158781,0.150456744,0,0.420364316,0,0.231062262
4596,0.09760859,0,0,0.969932105,0,0,0,0.695660878,0,0,0.416768816,0,0.487694227,0,0,0,0.004671369,0.250794182,0.004756243,0,0.722451572,0.182697474,0,0.560485754,0,0.324736152
4597,0.091508053,0,0,0.691884901,0,0,0,0.470446925,0,0,0.245158127,0,0.413973007,0,0,0,0.004671369,0.259153988,0,0,0.396951413,0.096722192,0,0.256889304,0,0.212327484
4623,0.128111274,0,0,1.105722599,0,0,0,0.660627596,0,0,0.759990194,0,0.606782352,0,0,0,0,0.309312824,0,0.007651695,0.984439505,0.19881784,0,0.700607193,0,0.362205708
4624,0.079306979,0,0,0.691884901,0,0,0,0.390370852,0,0,0.576121598,0,0.550073721,0,0,0,0.004671369,0.376191272,0.004756243,0,0.698634487,0.145083289,0,0.525455395,0,0.362205708
4626,0.109809663,0,0,0.750080828,0,0,0,0.445423152,0,0.018160356,0.343221378,0,0.465010775,0.011724704,0,0,0,0.250794182,0.004756243,0,0.690695459,0.150456744,0,0.402849136,0.00645828,0.274776744
4649,0.164714495,0.164676822,0,0.168121565,0,0.874079916,0.201903663,0,0.008077544,0.299645873,0.288060799,0,0,0.093797632,0,0.263244488,0,0.183915733,0.223543401,0.175988982,0,0.102095648,0.397686189,0.221858944,0.019374839,0.268531818
4650,0.146412884,0.082338411,0,0.084060782,0,0.683491062,0.173060283,0.005004755,0,0.154363026,0.208384408,0,0,0.070348224,0,0.235823187,0,0.091957867,0.190249703,0.068865254,0,0.080601827,0.21691974,0.151798225,0.038749677,0.174857928
4668,0.164714495,0.123507616,0,0.109925639,0,0.722923239,0.086530141,0,0,0.263325161,0.177739642,0,0,0.05862352,0,0.235823187,0,0.183915733,0.180737218,0.099472033,0,0.134336378,0.361532899,0.157636618,0.045207957,0.287266596
4669,0.207418253,0.123507616,0,0.103459425,0,0.70320715,0.115373522,0,0,0.227004449,0.153223829,0,0,0.070348224,0,0.30711857,0,0.125397091,0.18549346,0.137730507,0,0.069854917,0.32537961,0.070060719,0.025833118,0.162368076
4686,0,0.576368876,0.43258832,0,0.85014169,0,0,0.175166408,0,0,0,0,0.640807531,0,1.176965111,0,0,0.35947166,0,0,0,0.445996776,0.976138829,0,0,0
4689,0,0.411692054,0.346070656,0,0.558426404,0,0,0.140133126,0,0,0,0.005047956,0.521719406,0,0.945775536,0,0,0.234074569,0,0,0,0.327780763,0.686912509,0,0,0
4710,0.109809663,0.082338411,0,0.09699321,0,0.400893796,0.076915681,0,0,0.163443203,0.159352783,0,0,0.046898816,0,0.186464846,0,0.091957867,0.090368609,0.084168643,0,0.080601827,0.198843095,0.122606259,0,0.09367389
4711,0.140312347,0.068615342,0.014419611,0.058195926,0,0.381177708,0.153831362,0,0,0.199763915,0.128708017,0,0,0.05862352,0,0.202917626,0,0.100317673,0.104637337,0.091820338,0,0.064481462,0.343456255,0.081737506,0.012916559,0.106163742
4712,0.176915569,0.123507616,0,0.077594568,0,0.545478444,0.105759062,0,0,0.127122492,0.128708017,0,0,0.035174112,0,0.159043545,0,0.117037285,0.14744352,0.107123728,0,0.069854917,0.234996385,0.140121439,0,0.149878224
4743,0.054904832,0,0,0.381506628,0,0,0,0.265251989,0,0,0.196126502,0,0.192809346,0,0,0,0,0.133756897,0,0,0.301683074,0.059108006,0,0.180990191,0,0.174857928
4745,0.042703758,0,0,0.536695765,0,0,0,0.25524248,0,0,0.202255455,0,0.300555745,0,0,0,0,0.175555927,0,0,0.349317244,0.069854917,0,0.268566091,0,0.143633298
4746,0.067105905,0,0,0.362107986,0.008334722,0,0,0.175166408,0,0,0.196126502,0,0.221163661,0,0,0,0,0.200635345,0.004756243,0,0.246109876,0.053734551,0,0.227697338,0,0.137388372
4764,0.3477306,1.097845478,0.028839221,0.122858067,0.016669445,0.519190326,0.557638689,0,0,0.508489966,0,0.0454316,0,0.140696447,1.723413199,0,0.434437334,0,0,0,0,0,0,0.046707146,0.309997417,0
4766,0.219619327,0.63126115,0.043258832,0.084060782,0.025004167,0.35488959,0.278819344,0,0,0.254244983,0,0.055527511,0,0.211044671,1.32408575,0,0.303638997,0,0.004756243,0,0,0,0,0.01751518,0.238956342,0
4784,0,0,0,0.051729712,0,0.499474238,0,0.110104599,0,0.027240534,0,0.439172135,0.022683452,0.105522336,0.399327449,0,0.154155183,0.284233406,0.214030916,0.482056776,0.031756113,0.048361096,0,0.186828585,0.329372255,0
4785,0,0,0.014419611,0.025864856,0,0.630914826,0,0.140133126,0,0.072641424,0,0.47955578,0.011341726,0.05862352,0.525430853,0,0.200868875,0.376191272,0.304399524,0.726911011,0.063512226,0.096722192,0,0.204343765,0.387496771,0
4813,0,0,0,0.012932428,0,0.486330179,0,0.095090336,0,0.04540089,0,0.277637557,0.005670863,0.11724704,0.336275746,0,0.093427384,0.376191272,0.142687277,0.382584743,0.063512226,0.032240731,0,0.134283045,0.27124774,0
4818,0,0,0,0.012932428,0,0.446898002,0,0.0550523,0.008077544,0,0,0.21706209,0.005670863,0.023449408,0.126103405,0,0.070070538,0.300953018,0.156956005,0.298416099,0.023817085,0.042987641,0,0.110929472,0.180831826,0
4834,0,0,0,0.006466214,0,0.335173502,0,0.035033282,0,0.036320712,0,0.186774356,0.011341726,0.070348224,0.315258512,0,0.079413276,0.225714763,0.133174792,0.25250593,0.031756113,0.042987641,0,0.140121439,0.26478946,0
4835,0,0,0,0.019398642,0,0.341745531,0,0.060057054,0,0.027240534,0,0.247349823,0.005670863,0.093797632,0.273224044,0.00548426,0.060727799,0.284233406,0.137931034,0.290764404,0.039695141,0.037614186,0,0.058383933,0.232498063,0
4850,0.079306979,0,0.403749099,0,0,0,0,0,0.096930533,0.009080178,0,0,0.362935239,0,0.588482556,0,0.079413276,0,0,0.206595761,0,0,0.415762834,0.467071462,0.238956342,0.412165116
4851,0.061005368,0,0.519105984,0,0,0,0,0,0.169628433,0.009080178,0,0,0.40263128,0,0.483396385,0,0.065399168,0,0,0.275461015,0,0,0.18076645,0.426202709,0.290622578,0.524573784
4931,0.469741337,0.658707287,0.735400144,0.142256709,0.833472245,0.164300736,0.596096529,0.560532506,0.98546042,0.590211568,0.239029174,0.706713781,0.436656459,0.281392895,0.504413619,0.438740814,0.868874667,0.417990303,0.799048751,0.75751779,0.23023182,0.62869425,0.343456255,0.163475012,0.703952467,0.355960782
4932,0.323328453,0.727322629,0.692141312,0.071128354,0.933488915,0.164300736,0.759542352,0.535508733,0.961227787,0.444928721,0.275802893,0.711761736,0.362935239,0.304842303,0.567465322,0.389382472,0.864203298,0.367831466,0.784780024,0.818731349,0.317561131,0.634067706,0.25307303,0.157636618,0.787910101,0.43714482
4933,0.176915569,0.123507616,0.21629416,0.03233107,0.125020837,0.092008412,0.249975964,0.135128372,0.323101777,0.145282848,0.055160579,0.242301868,0.09073381,0.046898816,0.084068937,0.142590765,0.326995842,0.108677479,0.195005945,0.206595761,0.119085424,0.166577109,0.126536515,0.029191966,0.232498063,0.137388372
4934,0.164714495,0.288184438,0.331651045,0.058195926,0.341723621,0.052576236,0.249975964,0.165156899,0.428109855,0.245164805,0.122579063,0.333165068,0.23817625,0.105522336,0.189155107,0.170012065,0.383052273,0.217354957,0.280618312,0.298416099,0.142902509,0.274046212,0.090383225,0.087575899,0.342288814,0.168613002
4959,0.134211811,0.301907507,0.346070656,0.045263498,0.333388898,0.072292324,0.269204884,0.280266253,0.395799677,0.254244983,0.202255455,0.338213024,0.226834524,0.093797632,0.189155107,0.219370407,0.420423226,0.292593212,0.399524376,0.313719489,0.158780565,0.311660398,0.07230658,0.070060719,0.297080858,0.193592706
4960,0.2318204,0.45286126,0.230713771,0.071128354,0.450075013,0.065720294,0.413421786,0.250237726,0.557350565,0.299645873,0.177739642,0.454316002,0.249517977,0.082072928,0.231189575,0.235823187,0.523193348,0.384551078,0.366230678,0.298416099,0.166719594,0.440623321,0.198843095,0.093414292,0.39395505,0.212327484
4961,0.317227916,0.507753534,0.490266763,0.09699321,0.683447241,0.144584648,0.499951928,0.355337571,0.945072698,0.463089077,0.208384408,0.550227158,0.317568334,0.175870559,0.126103405,0.31808709,0.780118653,0.259153988,0.604042806,0.413191522,0.301683074,0.558839334,0.126536515,0.116767865,0.600619995,0.287266596
4962,0.201317716,0.411692054,0.317231435,0.045263498,0.425070845,0.065720294,0.269204884,0.200190181,0.516962843,0.217924271,0.13483697,0.348308935,0.119088125,0.082072928,0.147120639,0.235823187,0.420423226,0.175555927,0.380499405,0.329022879,0.158780565,0.284793122,0.10845987,0.099252686,0.290622578,0.143633298
4963,0.085407516,0.082338411,0.086517664,0.019398642,0.108351392,0.019716088,0.144216902,0.130123617,0.177705977,0.099881958,0.042902672,0.121150934,0.085062947,0.046898816,0.042034468,0.060326862,0.154155183,0.133756897,0.152199762,0.091820338,0.039695141,0.107469103,0.03615329,0.023353573,0.109790752,0.068694186
4989,0.847974622,1.152737752,1.398702235,0.239249919,1.266877813,0.381177708,1.451783482,0.890846304,2.035541195,1.289385272,0.619024271,1.499242807,0.947034139,0.480712862,0.693568726,0.784249205,1.583594151,1.019896338,1.374554102,1.438518632,0.555731978,1.321869962,0.451916124,0.233535731,1.414363214,0.574533192
4993,0.860175695,1.193906958,1.110310022,0.232783705,1.666944491,0.295741325,1.749831747,0.940893849,1.655896607,1.225824026,0.619024271,1.433619384,1.015084496,0.44553875,1.008827238,0.866513107,1.719063858,1.003176726,1.346016647,1.660417783,0.651000318,1.128425578,0.415762834,0.33862681,1.427279773,0.793105602
4997,0.65885798,0.891999451,0.951694304,0.116391853,1.100183364,0.23659306,0.922988174,0.730694159,1.324717286,0.926178153,0.379995097,1.135790005,0.788249972,0.457263454,0.588482556,0.586815839,1.518194983,0.760742351,1.131985731,1.063585584,0.452524611,1.01558302,0.397686189,0.245212518,1.207698269,0.493349154
5042,0.536847243,0.850830246,0.749819755,0.142256709,0.866811135,0.249737119,0.855686953,0.560532506,1.171243942,0.708253882,0.312576612,0.908632004,0.510377679,0.902802204,0.336275746,0.521004716,1.041715327,0.535027587,1.041617122,0.849338128,0.381073357,0.703922622,0.307302965,0.216020551,0.904159132,0.424654968
5043,0.32942899,0.63126115,0.706560923,0.129324281,0.675112519,0.144584648,0.769156812,0.435413643,0.993537964,0.399527831,0.239029174,0.737001514,0.436656459,0.961425724,0.35729298,0.460677855,0.79413276,0.401270691,0.818073722,0.596832198,0.174658622,0.526598603,0.10845987,0.175151798,0.917075691,0.299756448
5106,0.976085896,1.468368327,1.600576784,0.271580989,1.758626438,0.460042061,1.672916066,1.191131575,2.382875606,1.38926723,0.465800441,1.696113074,1.134172621,0.363465822,0.945775536,0.833607546,1.99000327,0.894499248,1.8882283,1.706327952,0.682756431,1.483073616,0.469992769,0.414525922,1.788943425,0.87428964
5107,4.60590532,8.371071772,8.031723143,1.377303589,10.14335723,2.109621451,9.412556485,6.090786247,12.04361874,7.373104513,3.456729591,10.05047956,5.801292957,3.118771251,5.254308533,5.330700888,11.69710842,5.67630831,9.959571938,8.853010942,3.890123849,8.242880172,3.018799711,1.879962634,9.157840351,4.864797352
5108,0.207418253,0.301907507,0.461427541,0.03233107,0.44174029,0.098580442,0.432650707,0.360342325,0.484652666,0.317806229,0.208384408,0.449268046,0.311897471,0.128971743,0.315258512,0.268728748,0.56990704,0.242434376,0.437574316,0.351977963,0.222292791,0.322407308,0.198843095,0.040868753,0.329372255,0.237307188
5109,0.317227916,0.548922739,0.591204037,0.109925639,0.633438906,0.111724501,0.442265167,0.350332816,0.541195477,0.363207119,0.239029174,0.459363958,0.311897471,0.128971743,0.25220681,0.32357135,0.597935255,0.292593212,0.489892985,0.413191522,0.277865989,0.349274584,0.10845987,0.140121439,0.426246448,0.199837632
5111,0.713762811,1.427199122,1.485219899,0.206918849,1.716952825,0.34831756,1.259494279,1.261198138,1.768982229,1.080541179,0.539347879,1.398283695,1.032097085,0.44553875,0.882723834,0.822639026,1.723735227,1.036615951,1.417360285,1.346698294,0.587488091,1.219774315,0.32537961,0.297758057,1.33040558,0.580778118
5133,0.835773548,1.317414574,1.225666907,0.278047203,1.675279213,0.341745531,1.576771464,1.03097943,1.914378029,1.189503314,0.490316254,1.539626451,0.907338097,0.468988158,1.071878941,0.910387189,1.728406596,0.936298278,1.57431629,1.499732191,0.611305176,1.531434713,0.433839479,0.432041102,1.763110307,0.774370824
5134,0.176915569,0.164676822,0.230713771,0.038797284,0.325054176,0.065720294,0.182674743,0.195185426,0.315024233,0.199763915,0.110321157,0.323069157,0.187138482,0.070348224,0.084068937,0.175496326,0.345681319,0.167196121,0.294887039,0.206595761,0.174658622,0.22031166,0.054229935,0.046707146,0.335830535,0.193592706
5156,0.237920937,0.494030465,0.562364816,0.06466214,0.583430572,0.144584648,0.451879627,0.36534708,0.686591276,0.499409788,0.196126502,0.585562847,0.368606102,0.175870559,0.231189575,0.30163431,0.583921147,0.401270691,0.589774078,0.459101691,0.206414735,0.472864052,0.126536515,0.099252686,0.639369672,0.37469556
5158,0.219619327,0.45286126,0.403749099,0.06466214,0.383397233,0.072292324,0.413421786,0.240228217,0.533117932,0.326886407,0.13483697,0.393740535,0.23817625,0.175870559,0.294241278,0.224854667,0.50917924,0.284233406,0.432818074,0.329022879,0.190536678,0.354648039,0.10845987,0.105091079,0.27124774,0.206082558
5205,0.122010737,0.054892274,0.014419611,0.135790495,0,0.532334385,0.144216902,0,0,0.272405339,0.140965923,0,0,0.046898816,0.021017234,0.109685203,0,0.108677479,0.171224732,0.084168643,0,0.075228372,0.307302965,0.099252686,0.00645828,0.181102854
5207,0.140312347,0.068615342,0,0.09699321,0,0.492902208,0.134602442,0,0,0.13620267,0.128708017,0.005047956,0,0.05862352,0,0.159043545,0,0.075238254,0.099881094,0.084168643,0,0.085975282,0.21691974,0.070060719,0,0.087428964
5228,0.274524158,0.068615342,0,0.03233107,0.06667778,0,0,0.040038036,0,0.145282848,0.147094876,0.0454316,0,0.199319967,0,0.356476911,0.018685477,0,0.004756243,0,0,0.118216013,0.28922632,0.145959832,0.12916559,0.081184038
5231,0.372132748,0.123507616,0,0.019398642,0.116686114,0,0.00961446,0.030028527,0,0.145282848,0.177739642,0.106007067,0,0.093797632,0,0.493583416,0.037370953,0,0,0,0.007939028,0.155830199,0.397686189,0.28608127,0.219581503,0.174857928
5250,0.768667643,0.150953753,0,0.06466214,0.208368061,0,0.02884338,0.120114108,0,0.290565695,0.465800441,0.161534578,0,0.293117599,0,1.031040913,0.116784229,0,0.004756243,0,0,0.333154218,0.668835864,0.496263428,0.335830535,0.268531818
5251,0.854075159,0.150953753,0.014419611,0.03233107,0.225037506,0,0.02884338,0.110104599,0,0.236084627,0.496445207,0.252397779,0,0.246218783,0,1.020072392,0.088756014,0,0,0.007651695,0,0.274046212,0.849602314,0.706445586,0.342288814,0.330981078
5272,0.420937042,0.068615342,0,0.058195926,0.083347225,0,0.00961446,0.045042791,0,0.108962136,0.232900221,0.111055023,0,0.035174112,0,0.285181529,0.018685477,0,0.004756243,0,0,0.075228372,0.271149675,0.274404484,0.064582795,0.074939112
5273,0.573450464,0.17839989,0,0.038797284,0.116686114,0,0.00961446,0.0550523,0.008077544,0.154363026,0.40451091,0.146390712,0,0.164145855,0.021017234,0.658111221,0.051385061,0,0,0,0,0.150456744,0.506146059,0.385333956,0.167915267,0.168613002
5296,0.323328453,0.054892274,0,0.012932428,0.083347225,0,0.00961446,0.060057054,0,0.04540089,0.165481736,0.0908632,0,0.11724704,0,0.460677855,0.032699584,0,0,0.091820338,0,0.128962923,0.307302965,0.262727697,0.103332472,0.12489852
5327,0.841874085,0.164676822,0,0.025864856,0.133355559,0,0.00961446,0.0550523,0,0.181603559,0.484187301,0.151438667,0,0.246218783,0,0.833607546,0.11211286,0,0,0.130078812,0,0.20956475,0.524222704,0.525455395,0.251872901,0.168613002
5330,0.713762811,0.205846027,0,0.012932428,0.175029172,0,0,0.105099845,0,0.217924271,0.429026722,0.126198889,0,0.257943487,0,0.680048261,0.084084645,0,0.004756243,0.137730507,0,0.18807093,0.596529284,0.408687529,0.245414622,0.193592706
5388,0.664958516,0.123507616,0,0.038797284,0.216702784,0,0.01922892,0.070066563,0,0.099881958,0.330963471,0.121150934,0,0.128971743,0.021017234,0.564878798,0.042042323,0,0.004756243,0.099472033,0,0.102095648,0.361532899,0.33862681,0.148540429,0.193592706
