samples,BC1,BC10,BC11,BC12,BC14,BC15,BC16,BC17,BC18,BC19,BC20,BC21,BC23,BC24,BC25,BC26,BC27,BC28,BC3,BC30,BC4,BC5,BC6,BC7,BC8,BC9
6380,0.170815032,0.096061479,0,0.122858067,0,0.538906414,0.124987982,0,0,0.217924271,0.13483697,0,0,0.070348224,0,0.186464846,0,0.117037285,0.161712247,0.153033897,0.007939028,0.059108006,0.451916124,0.081737506,0.00645828,0.174857928
6381,0.140312347,0.123507616,0,0.06466214,0,0.552050473,0.086530141,0,0,0.163443203,0.128708017,0.005047956,0,0.05862352,0,0.241307448,0,0.091957867,0.123662307,0.137730507,0,0.096722192,0.271149675,0.140121439,0.012916559,0.09367389
6399,0.176915569,0.150953753,0.014419611,0.181053993,0,0.650630915,0.153831362,0,0,0.208844093,0.202255455,0,0,0.093797632,0,0.246791708,0,0.108677479,0.14744352,0.099472033,0,0.118216013,0.307302965,0.128444652,0.019374839,0.256041966
6402,0.207418253,0.068615342,0,0.058195926,0,0.604626709,0.057686761,0,0,0.163443203,0.226771267,0,0,0.046898816,0,0.153559285,0,0.150476509,0.123662307,0.061213559,0,0.053734551,0.25307303,0.099252686,0.025833118,0.137388372
6421,0.201317716,0.123507616,0,0.129324281,0,0.676919033,0.086530141,0.005004755,0,0.172523381,0.159352783,0,0.005670863,0.023449408,0,0.257760228,0,0.142116703,0.118906064,0.114775423,0,0.123589468,0.469992769,0.128444652,0.032291398,0.18734778
6422,0.2318204,0.164676822,0.014419611,0.232783705,0,1.366982124,0.249975964,0,0.016155089,0.444928721,0.275802893,0,0,0.199319967,0,0.438740814,0,0.192275539,0.304399524,0.244854235,0,0.182697474,0.723065799,0.251050911,0.032291398,0.412165116
6441,0.244021474,0.082338411,0,0.193986421,0,0.801787592,0.144216902,0,0,0.390447653,0.189997548,0,0,0.046898816,0,0.252275968,0,0.117037285,0.18549346,0.068865254,0,0.118216013,0.578452639,0.169313405,0.00645828,0.21857241
6443,0.237920937,0.164676822,0,0.187520207,0,0.887223975,0.201903663,0,0,0.345046763,0.330963471,0.010095911,0,0.093797632,0,0.334539871,0,0.192275539,0.237812128,0.175988982,0,0.145083289,0.524222704,0.116767865,0.019374839,0.256041966
6455,0.189116642,0,0,1.286776592,0,0,0,0.835794004,0,0.009080178,0.600637411,0,0.856300329,0,0.021017234,0,0.009342738,0.535027587,0.004756243,0,0.992378533,0.306286943,0,0.758991126,0.00645828,0.493349154
6458,0.219619327,0,0,0.885871322,0,0,0,0.605575297,0,0,0.410639863,0,0.731541341,0,0,0,0.009342738,0.376191272,0,0,1.040012702,0.161203654,0,0.490425035,0,0.43714482
6471,0.030502684,0,0,0.575493049,0,0,0,0.460437416,0,0,0.281931846,0,0.368606102,0,0,0,0,0.234074569,0.004756243,0,0.531914894,0.155830199,0,0.332788417,0,0.212327484
6472,0.109809663,0,0,0.666020045,0,0,0,0.425404134,0,0,0.337092425,0,0.413973007,0.011724704,0,0,0,0.292593212,0,0,0.603366148,0.123589468,0,0.391172349,0,0.256041966
6490,0.109809663,0,0,0.704817329,0,0,0,0.435413643,0,0,0.361608237,0,0.470681638,0.011724704,0,0,0.009342738,0.292593212,0,0.007651695,0.627183233,0.075228372,0,0.37365717,0,0.262286892
6491,0.091508053,0,0,0.446168768,0,0,0,0.390370852,0,0,0.281931846,0,0.306226608,0,0,0,0,0.158836315,0,0,0.611305176,0.118216013,0,0.309434844,0,0.18734778
6492,0.079306979,0,0,0.536695765,0,0,0,0.305290026,0,0,0.171610689,0,0.32891006,0,0,0,0.004671369,0.242434376,0,0,0.357256272,0.102095648,0,0.245212518,0,0.181102854
6507,0.085407516,0,0,0.627222761,0,0,0,0.570542015,0,0,0.263544987,0,0.41964387,0,0,0,0,0.192275539,0,0.007651695,0.611305176,0.134336378,0,0.443717889,0,0.24979704
6509,0.085407516,0,0,0.995796961,0,0,0,0.630599069,0,0,0.514832067,0,0.714528751,0,0,0,0.004671369,0.376191272,0.004756243,0,0.873293109,0.225685116,0,0.531293788,0,0.28102167
6530,0.085407516,0,0,0.472033624,0,0,0,0.235223462,0,0.009080178,0.257416033,0,0.232505387,0,0,0,0,0.150476509,0,0,0.460463639,0.069854917,0,0.274404484,0,0.12489852
6531,0.122010737,0,0,0.911736178,0,0,0,0.480456434,0,0,0.306447659,0,0.465010775,0,0,0,0.004671369,0.326032436,0,0,0.508097809,0.166577109,0,0.414525922,0,0.443389746
6532,0.109809663,0,0,0.478499838,0,0,0,0.295280516,0,0,0.300318706,0,0.311897471,0,0,0,0.004671369,0.234074569,0,0,0.516036837,0.118216013,0,0.274404484,0,0.193592706
6550,0.061005368,0,0,0.381506628,0,0,0,0.265251989,0,0,0.183868595,0,0.243847114,0,0,0,0,0.150476509,0,0,0.373134328,0.080601827,0,0.262727697,0,0.137388372
6551,0.103709126,0,0,0.646621403,0,0,0,0.395375607,0,0,0.239029174,0,0.413973007,0,0,0,0,0.217354957,0,0,0.420768498,0.112842558,0,0.402849136,0,0.21857241
6572,0.1159102,0,0,0.730682186,0,0,0,0.455432661,0,0.018160356,0.619024271,0,0.555744584,0,0,0,0.004671369,0.31767263,0.004756243,0,0.635122261,0.128962923,0,0.443717889,0,0.206082558
6574,0.073206442,0,0,0.7371484,0,0,0,0.440418397,0,0,0.52096102,0,0.41964387,0,0,0,0.004671369,0.284233406,0,0.007651695,0.817719911,0.118216013,0,0.461233069,0,0.28102167
6588,0.09760859,0,0,0.750080828,0,0,0,0.530503979,0,0.009080178,0.416768816,0,0.465010775,0,0,0,0,0.292593212,0,0,0.770085742,0.19881784,0,0.502101822,0,0.237307188
6590,0.176915569,0,0,1.383769803,0,0,0,0.98593664,0,0.009080178,0.815150772,0,0.918679823,0,0,0,0,0.610265842,0.004756243,0,1.119402985,0.268672757,0,0.6947688,0,0.543308562
6607,0.079306979,0,0.302811824,0,0,0,0,0,0.096930533,0,0,0,0.277872292,0,0.294241278,0,0.051385061,0,0,0.214247456,0,0,0.198843095,0.332788417,0.148540429,0.299756448
6608,0.073206442,0,0.692141312,0,0,0,0,0,0.201938611,0,0.006128953,0,0.41964387,0,0.588482556,0,0.065399168,0,0,0.344326268,0,0,0.32537961,0.490425035,0.187290106,0.630737526
6611,0.1159102,0,0.749819755,0,0,0,0,0,0.363489499,0.027240534,0,0,0.833616876,0,1.113913409,0,0.149483814,0,0,0.466753386,0.007939028,0.005373455,0.614605929,0.986688463,0.329372255,0.861799788
6623,0.061005368,0,0.605623648,0,0,0,0,0,0.34733441,0,0,0,0.544402858,0,0.861706599,0,0.177512029,0,0,0.382584743,0,0.005373455,0.415762834,0.618869687,0.419788168,0.730656342
6627,0.073206442,0,0.447007931,0,0,0,0,0,0.177705977,0,0,0,0.260859703,0,0.546448087,0,0.065399168,0,0,0.23720254,0,0,0.25307303,0.274404484,0.206664944,0.337226004
6645,0.555148853,0.850830246,1.110310022,0.161655351,1.466911152,0.341745531,1.2787232,0.730694159,1.567043619,0.889857441,0.40451091,1.327612317,0.629465805,1.406964474,0.525430853,0.614237139,1.504180875,0.886139442,1.398335315,1.346698294,0.563671007,1.117678667,0.542299349,0.256889304,1.343322139,0.6244926
6646,0.341630063,0.507753534,0.63446287,0.06466214,0.541756959,0.184016824,0.490337468,0.345328062,1.001615509,0.508489966,0.257416033,0.65118627,0.374276965,0.715206941,0.294241278,0.32357135,0.780118653,0.417990303,0.713436385,0.596832198,0.246109876,0.521225148,0.126536515,0.134283045,0.561870318,0.349715856
6664,0.250122011,0.17839989,0.302811824,0.09699321,0.433405568,0.092008412,0.394192866,0.260247235,0.476575121,0.227004449,0.171610689,0.393740535,0.277872292,0.668308125,0.336275746,0.219370407,0.429765964,0.2758736,0.461355529,0.428494912,0.150841537,0.365394949,0.054229935,0.128444652,0.381038491,0.15612315
6665,0.32942899,0.397968986,0.620043259,0.084060782,0.783463911,0.144584648,0.682626671,0.385366098,0.751211632,0.481249432,0.183868595,0.807672892,0.345922649,0.492437566,0.399327449,0.416803773,0.766104545,0.426350109,0.623067776,0.612135588,0.277865989,0.564212789,0.18076645,0.198505371,0.723327306,0.299756448
6691,0.646656906,1.152737752,1.153568854,0.161655351,1.39189865,0.328601472,1.240265359,0.83078925,1.445880452,0.853536729,0.527089973,1.479050984,0.83928774,0.44553875,0.735603195,0.773280684,1.471481291,0.869419829,1.231866825,1.377305073,0.619244205,0.977968834,0.415762834,0.262727697,1.311030741,0.512083932
6692,0.384333821,0.562645808,0.749819755,0.06466214,0.616769462,0.111724501,0.538409768,0.480456434,0.84006462,0.58113139,0.214513361,0.74204947,0.442327322,0.269668191,0.25220681,0.433256554,0.878217406,0.401270691,0.7039239,0.573877114,0.293744046,0.553465879,0.162689805,0.157636618,0.613536554,0.37469556
6693,0.268423621,0.603815013,0.533525595,0.116391853,0.483413902,0.098580442,0.528795308,0.435413643,0.735056543,0.463089077,0.226771267,0.605754669,0.40263128,0.152421151,0.35729298,0.31260283,0.752090438,0.300953018,0.623067776,0.581528809,0.246109876,0.526598603,0.14461316,0.116767865,0.619994833,0.28102167
6718,0.134211811,0.219569096,0.346070656,0.071128354,0.300050008,0.039432177,0.317277185,0.200190181,0.460420032,0.236084627,0.140965923,0.212014134,0.187138482,0.093797632,0.168137873,0.148075025,0.34100995,0.158836315,0.271105826,0.290764404,0.119085424,0.247178936,0.03615329,0.058383933,0.27124774,0.12489852
6719,0.176915569,0.301907507,0.403749099,0.077594568,0.358393066,0.105152471,0.326891645,0.160152145,0.56542811,0.254244983,0.13483697,0.378596668,0.23817625,0.093797632,0.147120639,0.170012065,0.471808287,0.200635345,0.309155767,0.336674573,0.127024452,0.338527673,0.126536515,0.099252686,0.342288814,0.131143446
6720,0.158613958,0.164676822,0.288392213,0.019398642,0.200033339,0.052576236,0.288433804,0.150142636,0.34733441,0.227004449,0.079676391,0.297829379,0.158784167,0.082072928,0.105086171,0.093232423,0.303638997,0.158836315,0.214030916,0.214247456,0.095268339,0.182697474,0.14461316,0.03503036,0.335830535,0.09367389
6722,0.109809663,0.164676822,0.187454939,0.025864856,0.241706951,0.013144059,0.259590424,0.130123617,0.363489499,0.181603559,0.079676391,0.222110045,0.153113304,0.05862352,0.126103405,0.120653724,0.256925305,0.100317673,0.242568371,0.25250593,0.087329311,0.193444385,0.07230658,0.058383933,0.277706019,0.106163742
6724,0.158613958,0.219569096,0.259552992,0.038797284,0.383397233,0.078864353,0.298048265,0.175166408,0.363489499,0.272405339,0.13483697,0.257445734,0.170125893,0.093797632,0.189155107,0.142590765,0.359695427,0.158836315,0.275862069,0.25250593,0.13496348,0.241805481,0.10845987,0.03503036,0.322913976,0.174857928
6747,0.146412884,0.233292164,0.288392213,0.03233107,0.308384731,0.078864353,0.240361504,0.235223462,0.339256866,0.254244983,0.13483697,0.373548713,0.153113304,0.340016415,0.210172341,0.142590765,0.336338581,0.250794182,0.356718193,0.313719489,0.087329311,0.19881784,0.162689805,0.099252686,0.284164299,0.193592706
6748,0.372132748,0.658707287,0.793078587,0.09699321,0.708451409,0.151156677,0.605710989,0.435413643,0.872374798,0.444928721,0.288060799,0.797576981,0.391289554,0.715206941,0.441361917,0.531973237,0.808146868,0.392910884,0.718192628,0.811079654,0.3651953,0.542718968,0.379609544,0.128444652,0.619994833,0.424654968
6750,0.103709126,0.164676822,0.158615717,0.038797284,0.241706951,0.046004206,0.173060283,0.160152145,0.274636511,0.163443203,0.055160579,0.242301868,0.136100715,0.246218783,0.168137873,0.109685203,0.247582566,0.117037285,0.252080856,0.168337287,0.158780565,0.150456744,0.07230658,0.052545539,0.154998708,0.099918816
6770,0.408735969,0.686153424,0.807498198,0.116391853,0.825137523,0.177444795,0.67301221,0.430408888,0.872374798,0.562971034,0.306447659,0.716809692,0.504706816,0.621409309,0.35729298,0.361961171,0.892231513,0.509948169,0.741973841,0.635090673,0.301683074,0.574959699,0.28922632,0.157636618,0.729785585,0.299756448
6771,0.274524158,0.45286126,0.562364816,0.038797284,0.575095849,0.059148265,0.509566388,0.350332816,0.670436187,0.363207119,0.153223829,0.474507824,0.277872292,0.457263454,0.25220681,0.279697269,0.602606624,0.384551078,0.55648038,0.321371184,0.214353763,0.521225148,0.162689805,0.099252686,0.464996125,0.212327484
6772,0.390434358,0.562645808,0.562364816,0.148722923,0.675112519,0.105152471,0.65378329,0.470446925,0.84006462,0.426768365,0.312576612,0.69661787,0.476352501,1.031773948,0.273224044,0.32905561,0.789461391,0.468149139,0.818073722,0.703955926,0.214353763,0.60720043,0.126536515,0.140121439,0.703952467,0.387185412
6797,0.225719863,0.439138191,0.273972603,0.06466214,0.300050008,0.092008412,0.499951928,0.265251989,0.508885299,0.263325161,0.11645011,0.494699647,0.260859703,0.480712862,0.25220681,0.285181529,0.415751857,0.234074569,0.55648038,0.382584743,0.150841537,0.392262225,0.090383225,0.058383933,0.523120641,0.199837632
6798,0.305026842,0.562645808,0.591204037,0.084060782,0.575095849,0.072292324,0.528795308,0.325309044,0.823909532,0.363207119,0.245158127,0.509843513,0.413973007,0.680032829,0.25220681,0.340024131,0.588592516,0.392910884,0.66587396,0.52031525,0.317561131,0.483610962,0.234996385,0.075899113,0.516662361,0.299756448
6799,0.146412884,0.150953753,0.230713771,0.03233107,0.208368061,0.032860147,0.192289203,0.115109354,0.282714055,0.127122492,0.067418485,0.166582534,0.113417262,0.246218783,0.126103405,0.104200943,0.182183398,0.125397091,0.237812128,0.168337287,0.063512226,0.161203654,0.054229935,0.01751518,0.213123224,0.09367389
6801,0.103709126,0.247015233,0.158615717,0.051729712,0.183363894,0.046004206,0.211518123,0.085080827,0.331179321,0.181603559,0.049031625,0.242301868,0.079392083,0.175870559,0.168137873,0.104200943,0.275610782,0.083598061,0.228299643,0.183640676,0.04763417,0.150456744,0.054229935,0.087575899,0.251872901,0.106163742
6802,0.195217179,0.288184438,0.43258832,0.045263498,0.325054176,0.046004206,0.355735025,0.170161654,0.468497577,0.263325161,0.13483697,0.287733468,0.187138482,0.234494079,0.210172341,0.126137984,0.280282151,0.267513794,0.33293698,0.306067794,0.127024452,0.225685116,0.090383225,0.052545539,0.361663653,0.12489852
6821,0.280624695,0.494030465,0.447007931,0.084060782,0.391731955,0.11829653,0.403807326,0.360342325,0.726978998,0.544810678,0.140965923,0.474507824,0.391289554,0.340016415,0.189155107,0.279697269,0.593263886,0.351111854,0.513674197,0.459101691,0.174658622,0.429876411,0.21691974,0.081737506,0.445621286,0.24979704
6822,0.219619327,0.301907507,0.418168709,0.058195926,0.450075013,0.11829653,0.499951928,0.335318553,0.557350565,0.299645873,0.13483697,0.328117113,0.23817625,0.187595263,0.063051702,0.279697269,0.476479656,0.2758736,0.508917955,0.374933048,0.18259765,0.386888769,0.14461316,0.128444652,0.426246448,0.162368076
6824,0.183016105,0.370522849,0.331651045,0.045263498,0.500083347,0.105152471,0.326891645,0.245232971,0.500807754,0.326886407,0.104192204,0.408884402,0.243847114,0.38691523,0.147120639,0.252275968,0.411080488,0.267513794,0.33293698,0.298416099,0.142902509,0.349274584,0.090383225,0.081737506,0.426246448,0.162368076
6825,0.189116642,0.137230685,0.201874549,0.058195926,0.258376396,0.085436383,0.230747044,0.105099845,0.371567044,0.163443203,0.079676391,0.287733468,0.130429851,0.234494079,0.126103405,0.104200943,0.266268043,0.200635345,0.256837099,0.183640676,0.087329311,0.150456744,0.07230658,0.052545539,0.258331181,0.143633298
6827,0.109809663,0.150953753,0.21629416,0.051729712,0.175029172,0.059148265,0.124987982,0.110104599,0.201938611,0.09080178,0.024515813,0.156486623,0.068050357,0.140696447,0.063051702,0.093232423,0.17284066,0.066878448,0.156956005,0.160685592,0.103207367,0.145083289,0.018076645,0.052545539,0.096874193,0.049959408
6850,0.32942899,0.466584328,0.576784427,0.103459425,0.566761127,0.105152471,0.66339775,0.405385116,0.670436187,0.390447653,0.220642314,0.737001514,0.41964387,0.187595263,0.35729298,0.290665789,0.710048115,0.59354623,0.570749108,0.566225419,0.206414735,0.462117141,0.25307303,0.169313405,0.452079566,0.287266596
6852,0.384333821,0.397968986,0.692141312,0.129324281,0.716786131,0.098580442,0.567253149,0.41038987,0.775444265,0.308726051,0.171610689,0.691569914,0.323239197,0.175870559,0.25220681,0.32905561,0.710048115,0.451429527,0.623067776,0.497360165,0.222292791,0.515851693,0.14461316,0.145959832,0.703952467,0.37469556
6853,0.262323084,0.45286126,0.418168709,0.077594568,0.400066678,0.138012618,0.394192866,0.265251989,0.557350565,0.272405339,0.165481736,0.429076224,0.23817625,0.070348224,0.294241278,0.180980586,0.429765964,0.225714763,0.380499405,0.390236437,0.158780565,0.360021494,0.126536515,0.093414292,0.413329889,0.174857928
6854,0.250122011,0.301907507,0.302811824,0.06466214,0.391731955,0.085436383,0.384578406,0.240228217,0.525040388,0.236084627,0.098063251,0.449268046,0.23817625,0.199319967,0.378310214,0.180980586,0.425094595,0.242434376,0.328180737,0.283112709,0.150841537,0.338527673,0.162689805,0.099252686,0.5360372,0.18734778
6876,0.433138116,0.713599561,0.605623648,0.116391853,0.783463911,0.151156677,0.682626671,0.500475452,0.961227787,0.608371924,0.306447659,0.762241292,0.49336509,0.140696447,0.273224044,0.378413952,0.920259728,0.59354623,0.751486326,0.895248297,0.325500159,0.601826975,0.18076645,0.233535731,0.813743219,0.362205708
6877,0.32942899,0.535199671,0.490266763,0.103459425,0.583430572,0.138012618,0.471108547,0.350332816,0.84006462,0.345046763,0.202255455,0.636042403,0.430985596,0.128971743,0.336275746,0.263244488,0.696034008,0.2758736,0.637336504,0.543270334,0.293744046,0.505104782,0.18076645,0.093414292,0.639369672,0.268531818
6878,0.122010737,0.096061479,0.21629416,0.025864856,0.191698616,0.026288118,0.182674743,0.140133126,0.306946688,0.163443203,0.042902672,0.237253912,0.147442441,0.082072928,0.084068937,0.076779642,0.238239828,0.091957867,0.20451843,0.175988982,0.04763417,0.166577109,0.07230658,0.064222326,0.213123224,0.106163742
6881,0.146412884,0.247015233,0.245133381,0.025864856,0.266711119,0.046004206,0.288433804,0.145137881,0.306946688,0.199763915,0.049031625,0.222110045,0.113417262,0.035174112,0.25220681,0.142590765,0.308310366,0.125397091,0.252080856,0.313719489,0.079390283,0.18807093,0.126536515,0.046707146,0.226039783,0.106163742
6903,0.506344558,0.411692054,0.576784427,0.09699321,0.783463911,0.124868559,0.63455437,0.500475452,0.888529887,0.58113139,0.26967394,0.797576981,0.430985596,0.211044671,0.315258512,0.361961171,0.784790022,0.518307975,0.732461356,0.619787283,0.261987933,0.634067706,0.28922632,0.186828585,0.691035908,0.40592019
6904,0.2318204,0.370522849,0.43258832,0.084060782,0.541756959,0.151156677,0.490337468,0.295280516,0.678513732,0.463089077,0.147094876,0.620898536,0.351593513,0.105522336,0.399327449,0.268728748,0.630634839,0.292593212,0.551724138,0.512663555,0.174658622,0.472864052,0.21691974,0.128444652,0.464996125,0.231062262
6906,0.109809663,0.233292164,0.288392213,0.025864856,0.283380563,0.039432177,0.259590424,0.150142636,0.298869144,0.181603559,0.098063251,0.237253912,0.187138482,0.05862352,0.084068937,0.164527805,0.261596674,0.142116703,0.275862069,0.25250593,0.095268339,0.20956475,0.054229935,0.023353573,0.213123224,0.118653594
6922,0.219619327,0.27446137,0.259552992,0.058195926,0.366727788,0.059148265,0.307662725,0.135128372,0.476575121,0.272405339,0.171610689,0.43412418,0.187138482,0.140696447,0.126103405,0.213886147,0.392395011,0.234074569,0.399524376,0.290764404,0.095268339,0.333154218,0.10845987,0.087575899,0.426246448,0.149878224
6923,0.134211811,0.192122959,0.21629416,0.077594568,0.258376396,0.059148265,0.221132583,0.145137881,0.355411955,0.127122492,0.11645011,0.318021201,0.170125893,0.070348224,0.147120639,0.142590765,0.298967627,0.117037285,0.252080856,0.25250593,0.127024452,0.236432026,0.018076645,0.075899113,0.290622578,0.087428964
6925,0.067105905,0.082338411,0.144196107,0.019398642,0.125020837,0.032860147,0.096144601,0.085080827,0.193861066,0.118042314,0.067418485,0.17163049,0.056708631,0.011724704,0.105086171,0.049358342,0.163497921,0.066878448,0.156956005,0.137730507,0.039695141,0.107469103,0.054229935,0.046707146,0.122707311,0.068694186
6927,0.091508053,0.123507616,0.144196107,0.012932428,0.225037506,0.046004206,0.153831362,0.145137881,0.193861066,0.163443203,0.061289532,0.176678445,0.147442441,0.023449408,0.084068937,0.071295382,0.22889709,0.100317673,0.14744352,0.091820338,0.079390283,0.171950564,0.018076645,0.029191966,0.116249031,0.137388372
6968,0.591752074,0.137230685,0.014419611,0.051729712,0.183363894,0,0,0.075071318,0,0.072641424,0.318705565,0.116102978,0,0.140696447,0,0.537457497,0.046713692,0,0.004756243,0.076516949,0,0.139709833,0.343456255,0.291919664,0.161456988,0.112408668
6970,0.384333821,0.068615342,0,0.025864856,0.100016669,0,0,0.085080827,0.008077544,0.09080178,0.294189752,0.106007067,0,0.128971743,0,0.62520566,0.037370953,0,0,0.076516949,0,0.18807093,0.343456255,0.291919664,0.13562387,0.231062262
6972,0.89067838,0.35679978,0,0.045263498,0.208368061,0,0.01922892,0.110104599,0,0.145282848,0.490316254,0.17163049,0,0.281392895,0,0.866513107,0.121455599,0,0,0.061213559,0,0.171950564,0.488069414,0.397010743,0.251872901,0.212327484
6987,0.408735969,0.17839989,0,0.045263498,0.133355559,0,0,0.0550523,0.008077544,0.154363026,0.318705565,0.116102978,0.005670863,0.128971743,0,0.581331578,0.05605643,0,0,0.007651695,0,0.150456744,0.343456255,0.256889304,0.180831826,0.181102854
6988,1.02489019,0.288184438,0,0.071128354,0.291715286,0,0.02884338,0.15514739,0.016155089,0.308726051,0.698700662,0.227158001,0,0.422089342,0,1.179115937,0.140141075,0,0.004756243,0,0.007939028,0.268672757,0.903832249,0.671415227,0.335830535,0.349715856
6989,0.402635432,0.150953753,0,0.025864856,0.108351392,0,0.00961446,0.065061809,0,0.199763915,0.202255455,0.080767289,0,0.152421151,0,0.537457497,0.051385061,0,0,0,0,0.161203654,0.343456255,0.274404484,0.148540429,0.112408668
7016,0.500244021,0.150953753,0,0.045263498,0.116686114,0,0.00961446,0.060057054,0.016155089,0.208844093,0.36773719,0.121150934,0.005670863,0.11724704,0.021017234,0.570363058,0.05605643,0,0,0,0,0.155830199,0.542299349,0.414525922,0.161456988,0.199837632
7018,0.713762811,0.247015233,0.014419611,0.019398642,0.208368061,0,0.02884338,0.10009509,0,0.199763915,0.478058348,0.151438667,0,0.257943487,0,0.888450148,0.074741907,0,0,0.01530339,0,0.252552391,0.433839479,0.443717889,0.355205373,0.212327484
7048,0.323328453,0.068615342,0,0.045263498,0.100016669,0,0.01922892,0.060057054,0,0.108962136,0.208384408,0.106007067,0,0.05862352,0,0.427772294,0.018685477,0,0.004756243,0.007651695,0,0.118216013,0.234996385,0.280242877,0.116249031,0.081184038
7053,0.439238653,0.068615342,0,0.051729712,0.100016669,0,0.00961446,0.040038036,0,0.099881958,0.312576612,0.106007067,0,0.082072928,0,0.548426017,0.051385061,0,0,0.007651695,0,0.166577109,0.343456255,0.221858944,0.187290106,0.112408668
7081,0.152513421,0.343076712,0.187454939,0.025864856,0.37506251,0.085436383,0.317277185,0.175166408,0.444264943,0.254244983,0.091934298,0.292781424,0.170125893,0.105522336,0.126103405,0.175496326,0.411080488,0.150476509,0.380499405,0.260157625,0.111146396,0.263299301,0.162689805,0.110929472,0.374580212,0.118653594
7082,0.073206442,0.137230685,0.115356885,0.03233107,0.200033339,0.019716088,0.115373522,0.125118863,0.210016155,0.081721602,0.091934298,0.136294801,0.068050357,0.035174112,0.25220681,0.065811122,0.17284066,0.058518642,0.133174792,0.153033897,0.039695141,0.145083289,0.018076645,0.052545539,0.122707311,0.049959408
7101,0.366032211,0.082338411,0,0.019398642,0.100016669,0,0.00961446,0.0550523,0,0.081721602,0.257416033,0.065623423,0,0.11724704,0,0.290665789,0.05605643,0,0,0,0,0.107469103,0.234996385,0.297758057,0.122707311,0.074939112
7103,0.335529527,0.096061479,0,0.006466214,0.100016669,0,0.01922892,0.050047545,0,0.108962136,0.275802893,0.035335689,0,0.105522336,0,0.433256554,0.028028215,0,0.009512485,0.007651695,0,0.096722192,0.21691974,0.216020551,0.154998708,0.131143446
7118,0.451439727,0.109784548,0,0.03233107,0.141690282,0,0.02884338,0.070066563,0,0.108962136,0.318705565,0.136294801,0,0.140696447,0,0.444225074,0.079413276,0.008359806,0.004756243,0,0,0.112842558,0.25307303,0.32111163,0.174373547,0.09367389
7119,0.317227916,0.068615342,0,0.025864856,0.116686114,0,0.01922892,0.035033282,0.008077544,0.190683737,0.214513361,0.055527511,0,0.152421151,0,0.32357135,0.032699584,0,0,0,0,0.096722192,0.271149675,0.256889304,0.083957634,0.09367389