samples,P1,P11,P12,P14,P15,P16,P18,P2,P22,P24,P26,P27,P29,P3,P30,P4,P5,P6,P9,
5624,2.681408057,6.72384896,6.550343249,7.688760047,5.437233776,0.075801749,5.595460422,6.307277628,5.943877551,8.691003513,0.03030303,15.30709519,3.120673128,0.874905359,5.474764756,4.066634003,0.116890707,5.805306743,1.877624475,
4721,0.02541619,0.019718032,0.543478261,4.111213599,2.455524931,8.268221574,2.42062922,0.723912206,2.729591837,0.007637086,3.080808081,0,1.618915752,2.893917725,0.0095048,0.024497795,6.165984804,1.115430117,2.201559688,
5020,0.038124285,0.029577048,0,0.006588483,0.008352126,1.224489796,7.082315759,0.58529072,0,7.698182374,0,0,0,7.234794313,0,4.507594317,0.204558738,0,3.293341332,
3669,0.012708095,2.740806468,3.747139588,0.01976545,0,0.005830904,0.007182876,4.53600308,1.454081633,0.007637086,1.909090909,0.027236824,3.34433912,0.008412552,5.161106359,8.035276825,0.029222677,2.450566165,1.535692861,
37,0,0,0,0,0,0,2.815687401,0,0,0,0,0,0,0,0,0,0,0,0,
5605,8.006099886,0.059154096,0,4.203452365,1.478326234,0.058309038,0.021548628,0.93954563,0.178571429,0.038185428,4.232323232,0.081710473,3.89817872,3.735172878,0.104552799,0.016331863,0.058445354,0.067601825,0.017996401,
15,0.012708095,0,0,0,0,0,1.077431404,0,0,0,0,0,0,0.008412552,0,0,0,0,2.531493701,
107,0,2.514049098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035992801,
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071887785,0,0,
4840,0.533739992,10.93364882,0.028604119,0.026353933,2.03791865,0.023323615,0.007182876,0.038505968,2.551020408,1.290667481,0.454545455,0.204276181,0,1.396483553,0.0190096,0.024497795,0.058445354,3.11813419,0.0119976,
2811,0,0,0,0,0,0,0.028731504,0,0,0,3.232323232,0,0,0,0,0,0,0,0,
2813,0,0,0,0.006588483,0,0,0,0,0.153061224,0,0.02020202,0,0,0,7.603839939,0,0,0.008450228,0,
4310,0.559156182,1.350685202,1.058352403,1.587824483,0.87697319,0.011661808,0.955322511,1.147477859,1.556122449,1.825263479,0.01010101,2.682827182,0.607093407,0.10936317,0.959984792,0.694104197,0.058445354,1.05627852,0.311937612,
2814,0,0,0,0,0,0,0,0,0,0,5.252525253,0,0,0,0,0,0,0,0,
5654,0.521031897,1.173222912,0.85812357,1.416523916,0.860268938,0.011661808,0.912225255,1.008856373,1.147959184,1.397586681,0,2.533024649,0.500585792,0.168251031,0.874441593,0.694104197,0.058445354,1.073178976,0.353929214,
747,0.482907612,1.035196687,0.85812357,1.3045197,0.801804059,0.023323615,0.933773883,1.047362341,1.530612245,1.32885291,0.02020202,2.464932589,0.5538396,0.10936317,0.883946393,0.743099788,0.029222677,0.929525097,0.233953209,
80,0,0,0,0,3.390963,0,0,0,0,0,0,0,0,0,0.912460793,0,0,0,0,
4313,0.495615707,1.1042098,1.086956522,1.238634866,0.793451934,0.029154519,0.869127999,1.147477859,0.943877551,1.519780052,0,2.001906578,0.649696453,0.143013376,0.921965593,0.66144047,0.029222677,0.921074869,0.281943611,
3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.334133173,
68,3.088067099,0,0,0,0,0,0,0,0,0,0.696969697,0,0,0,0,0,0,0,0,
1009,0,0,0,0,0,0,0,0,0,0,0,0,5.549046757,0,0,0,0,0,0,
1228,0.432075232,0.966183575,0.829519451,1.073922783,0.810156185,0,0.675190346,0.931844436,1.37755102,1.313578738,0,2.029143402,0.394078177,0.117775721,0.807907994,0.677772334,0,0.828122359,0.25794841,
3281,0.266869996,1.192940944,1.086956522,1.152984583,0.643113672,0.005830904,0.689556098,0.947246823,1.12244898,1.237207881,0,2.124472287,0.543188838,0.126188273,0.902955993,0.587947085,0.029222677,0.811221903,0.263947211,
1739,0,0.009859016,0,0,0.776747682,0.005830904,0.057463008,0.015402387,0.153061224,0.114556285,0.333333333,0.231513006,1.331345191,0.016825103,0.0190096,0,0,0.388710495,0.215956809,
4408,0.012708095,0.995760623,1.573226545,0.013176967,0,0,0,1.832884097,0.612244898,0,0.797979798,0.027236824,1.341995953,0,2.205113582,2.645761881,0.029222677,0.819672131,0.425914817,
3111,0.02541619,0,0.171624714,1.100276716,1.520086862,2.244897959,0.653641718,0.215633423,0.433673469,0,0.888888889,0,0.372776654,0.71506688,0,0.024497795,1.870251315,0.625316884,0.575884823,
742,0.228745711,1.094350784,0.915331808,0.955330083,0.709930677,0.005830904,0.624910214,0.739314594,1.071428571,1.252482053,0,1.961051341,0.404728938,0.067300412,0.674840795,0.498121836,0.029222677,0.878823728,0.233953209,
5166,0.482907612,0.857734398,0.915331808,1.00803795,0.709930677,0.005830904,0.675190346,0.885637274,1.326530612,1.260119139,0,2.151709111,0.35147513,0.042062758,0.665335995,0.571615221,0.058445354,0.768970762,0.275944811,
3299,8.018807981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08766803,5.796856515,0,
4540,0.012708095,0.019718032,0.114416476,1.034391883,0.785099808,2.38483965,0.682373222,0.177127455,0.663265306,0,1.02020202,0,0.500585792,1.034743838,0,0,2.016364699,0.397160723,0.563887223,
3795,0,0.009859016,0.257437071,1.133219133,0.810156185,2.355685131,0.624910214,0.277242973,0.663265306,0,0.868686869,0,0.692299499,0.731891983,0.0095048,0.008165932,1.46113384,0.270407301,0.551889622,
5149,0.419367137,0.887311446,0.800915332,0.981684016,0.601353044,0,0.639275966,0.847131305,1.224489796,1.092103253,0,2.165327523,0.4153797,0.134600824,0.674840795,0.579781153,0,0.676018252,0.179964007,
5503,0.381242852,0.946465543,0.772311213,0.816971933,0.659817924,0.005830904,0.603361586,0.893338467,1.096938776,1.008095311,0,2.001906578,0.372776654,0.100950618,0.731869594,0.498121836,0.029222677,0.878823728,0.179964007,
4873,0,0,0,0,3.52459701,0,0,0.007701194,0,0.022911257,3.212121212,4.289799809,0.021301523,0,1.321167189,0.008165932,0.08766803,0,0,
3764,0,0.009859016,0.143020595,1.04756885,0.676522175,2.151603499,0.531532826,0.207932229,0.943877551,0,0.707070707,0,0.426030461,0.816017498,0.0095048,0,1.402688486,0.287307757,0.467906419,
5656,0.470199517,0.808439318,0.600686499,0.961918566,0.593000919,0.011661808,0.646458842,0.816326531,0.586734694,0.878264854,0.01010101,1.892959281,0.308872084,0.092538067,0.570287995,0.457292177,0,0.887273956,0.155968806,
3767,0,0.009859016,0.143020595,0.876268283,0.643113672,2.104956268,0.63209309,0.184828648,0.918367347,0,0.929292929,0,0.4153797,0.866492807,0,0,1.052016365,0.329558898,0.455908818,
3038,0,0,0.057208238,0,0.008352126,4.390670554,0,2.117828263,0,0,0,0,0,0,0,0,0,0,0.0059988,
1491,0,0,0,0,0,0,0.007182876,0,0,1.252482053,2.717171717,0,0,0,0,0,0,0,0,
5313,0.012708095,0,0.028604119,0.784029516,1.252818842,1.667638484,0.438155437,0.115517905,0.484693878,0,0.757575758,0,0.362125892,0.479515437,0,0.024497795,1.344243133,0.523914146,0.347930414,
4818,0.012708095,2.109829439,0,0,0.417606281,0,0,0,0.433673469,0.206201314,0.151515152,0.054473648,0,0.210313788,0.0095048,0.008165932,0,0.616866655,0.0059988,
1740,0,0.138026225,0,0,0.659817924,0,0.043097256,0.015402387,0.12755102,0.122193371,0.373737374,0.231513006,1.267440622,0.016825103,0.0095048,0,0,0.346459354,0.215956809,
3159,0,0.690131125,0.886727689,0,0.008352126,0,0,1.132075472,0.765306122,0.007637086,0.656565657,0.013618412,0.937267015,0.016825103,1.568291987,1.821002776,0,0.557715058,0.383923215,
202,0,0.256334418,0,0,0.74333918,0,0.057463008,0,0.204081633,0.137467542,0.545454545,0.313223478,1.437852806,0.008412552,0,0,0,0.338009126,0.215956809,
4428,0.02541619,0,0,0.006588483,0.008352126,0.256559767,1.415026577,0.169426261,0,1.596150909,0,0,0,1.833936233,0,1.004409603,0.029222677,0,0.641871626,
2062,0,0,0,0,0,0,0,0,0.076530612,0,0.01010101,0,0,0,3.687862371,0,0,0,0,
3912,0,0.098590161,0.028604119,0,0.425958406,0.005830904,0.03591438,0.007701194,0.076530612,0.084007943,0.242424242,0.149802533,0.894663968,0.025237655,0,0,0,2.746324151,0.131973605,
2375,1.372474266,0,0,0.764264066,0.217155266,0.023323615,0.007182876,0.154023874,0.102040816,0,0.646464646,0,0.62839493,0.614116261,0.0285144,0,0,0.025350684,0,
64,0,0,9.782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.482903419,
2078,0,0,0,0,0,0,0,0,0,0,2.424242424,0,0,0,0,0,0,0,0,
5606,0,0,0,0.013176967,0,0,0,0,3.112244898,0.93936154,0,0.749012665,3.578655874,0.042062758,0,0,0,0,1.361727654,
5819,0,0,0.085812357,0.784029516,0.526183914,1.510204082,0.466886942,0.14632268,0.765306122,0,0.646464646,0,0.319522846,0.529990746,0,0,1.168907072,0.143653879,0.425914817,
142,0,0,0,0.01976545,0,0,0,0,1.785714286,1.871085994,0,0,0,0,0,0,0,0.016900456,0,
4338,0.330410471,0.483091787,0.657894737,0.5139017,0.534536039,0,0.351960925,0.58529072,0.714285714,0.694974798,0,1.130328204,0.223665992,0.067300412,0.560783196,0.457292177,0.029222677,0.599966199,0.143971206,
1494,0,0,0,0,2.288482419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5857,0,0.009859016,0.200228833,0.6720253,0.509479663,1.521865889,0.452521189,0.184828648,0.56122449,0.007637086,0.575757576,0,0.372776654,0.630941365,0,0,0.993571011,0.211255704,0.329934013,
4409,0.012708095,0.630977028,0.743707094,0,0.008352126,0.011661808,0,0.985752792,0.612244898,0,0.424242424,0,0.90531473,0.008412552,1.24512879,1.445369917,0,0.507013689,0.341931614,
2471,0,0,0,0,0,0,4.403103002,0,0,0,0,0,0,0,0,0,0,0,0,
5199,0.139789046,0.591540964,0.314645309,0.606140466,0.384197778,0.029154519,0.409423933,0.50057759,0.714285714,0.862990683,0,1.062236143,0.2769198,0.100950618,0.503754396,0.310305406,0.029222677,0.498563461,0.137972406,
5500,0.241453806,0.60139998,0.600686499,0.639082883,0.409254155,0.011661808,0.474069818,0.554485945,0.892857143,0.504047655,0,0.966907259,0.319522846,0.084125515,0.465735196,0.269475747,0,0.523914146,0.149970006,
5282,0,0.384501627,0.028604119,0,1.119184833,0,0.028731504,0.030804775,0.382653061,0.229112571,0.606060606,0.599210132,2.257961444,0.008412552,0.0190096,0.008165932,0,1.166131486,0.377924415,
5653,0.241453806,0.542245884,0.57208238,0.639082883,0.442662658,0.005830904,0.502801322,0.469772815,0.433673469,0.580418512,0.01010101,1.361841209,0.255618277,0.058887861,0.532268796,0.342969133,0,0.371810039,0.119976005,
3075,0.012708095,0,0.085812357,0.395309,0.734987054,1.195335277,0.265766413,0.14632268,0.586734694,0,0.525252525,0,0.223665992,0.420627576,0,0.008165932,0.876680304,0.397160723,0.24595081,
4652,0,0,0.057208238,0.49413625,0.860268938,1.271137026,0.316046545,0.077011937,0.382653061,0,0.464646465,0,0.202364469,0.403802473,0,0.016331863,1.022793688,0.32110867,0.317936413,
1227,0.165205236,0.60139998,0.514874142,0.61272895,0.459366909,0.005830904,0.366326677,0.531382364,0.714285714,0.72552314,0,1.157565028,0.213015231,0.092538067,0.342172797,0.293973542,0,0.447862092,0.137972406,
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.270017534,0,0,
5713,0.254161901,0.512668836,0.486270023,0.560021083,0.392549904,0,0.416606809,0.58529072,0.484693878,0.664426455,0,1.443551682,0.255618277,0.042062758,0.418211197,0.342969133,0.058445354,0.473212777,0.095980804,
4756,0,0.019718032,0.028604119,0.57319805,0.718282803,1.241982507,0.301680793,0.123219099,0.459183673,0,0.555555556,0,0.234316754,0.336502061,0,0,0.789012274,0.312658442,0.24595081,
3136,0,0,0,0,0,0.274052478,1.048699899,0.107816712,0,1.199022453,0.01010101,0,0.010650762,1.37965845,0,0.816593173,0.116890707,0,0.551889622,
6024,0.216037616,0.581681948,0.486270023,0.61272895,0.526183914,0.005830904,0.395058181,0.469772815,0.612244898,0.717886055,0.01010101,1.266512325,0.149110661,0.042062758,0.380191997,0.293973542,0.029222677,0.388710495,0.113977205,
355,0.012708095,0,0,0,0,0,0,0,0.051020408,0.068733771,0,0,0,0.025237655,4.353198365,0,0,0,0.023995201,
3847,0.177913331,0.709849157,0.314645309,0.441428383,0.392549904,0.017492711,0.402241057,0.577589526,0.586734694,0.618603941,0.01010101,1.266512325,0.213015231,0.042062758,0.446725596,0.326637269,0,0.397160723,0.113977205,
3442,0,0.492950804,0.400457666,0,0,0.011661808,0,0.800924143,0.408163265,0,0.363636364,0,0.660347215,0,0.836422393,1.290217214,0,0.439411864,0.221955609,
4393,0,0,0,4.717354065,0,0,0,0,0.025510204,0,0,0,0,0,0,0,0,0.067601825,0,
5416,0,0.650695061,0.686498856,0.006588483,0,0.005830904,0,0.839430112,0.357142857,0,0.444444444,0,0.692299499,0,0.893451193,1.322880941,0,0.464762549,0.269946011,
3160,0,0.571822932,0.972540046,0,0,0.017492711,0,0.700808625,0.510204082,0,0.313131313,0,0.649696453,0,1.20710959,1.233055692,0,0.523914146,0.281943611,
5743,0,0,0.057208238,0.586375016,0.392549904,1.393586006,0.409423933,0.115517905,0.586734694,0,0.505050505,0,0.287570561,0.38697737,0,0.016331863,0.905902981,0.177454791,0.275944811,
348,0,0,0,0,0,1.329446064,0,0.592991914,0,0,0,0,0,0,0,0,0,0,0,
6125,0.304994281,0.650695061,0.486270023,0.49413625,0.317380773,0.005830904,0.344778049,0.469772815,0.535714286,0.519321827,0,0.953288847,0.234316754,0.058887861,0.456230396,0.269475747,0.029222677,0.447862092,0.155968806,
6141,0.203329521,0.463373755,0.371853547,0.5929635,0.442662658,0.005830904,0.430972561,0.485175202,0.433673469,0.580418512,0,1.089472967,0.181062946,0.084125515,0.408706397,0.277641679,0,0.41406118,0.131973605,
5125,0,0.295770482,0.486270023,0,0,0,0.007182876,0.531382364,0.229591837,0,0.252525253,0,0.372776654,0,0.627316795,0.865588764,0,0.287307757,0.179964007,
4299,1.385182361,0.009859016,0,0.777441033,0.233859517,0.023323615,0.007182876,0.200231036,0.025510204,0.007637086,0.666666667,0,0.798807115,0.656179019,0.0095048,0,0,0.016900456,0,
3631,0,0.473232771,0.85812357,0.006588483,0,0,0,0.79322295,0.331632653,0.015274171,0.333333333,0,0.670997976,0,1.112061591,1.347378736,0.029222677,0.447862092,0.25794841,
6190,0.165205236,0.453514739,0.343249428,0.467782317,0.501127537,0.005830904,0.380692429,0.508278783,0.408163265,0.588055598,0,0.871578374,0.213015231,0.075712964,0.484744796,0.261309815,0,0.346459354,0.113977205,
3157,0,0.433796707,0.600686499,0.006588483,0,0.005830904,0.007182876,0.800924143,0.433673469,0,0.343434343,0.013618412,0.639045692,0.008412552,1.074042391,1.322880941,0,0.439411864,0.25794841,
1083,0,0,0,0,0,0,3.75664416,0,0,0,0,0,0,0,0,0,0,0,0,
5247,0.241453806,0.345065562,0.429061785,0.45460535,0.417606281,0,0.344778049,0.43896804,0.663265306,0.733160226,0.01010101,1.048617731,0.244967515,0.050475309,0.446725596,0.253143884,0,0.312658442,0.083983203,
5193,0.228745711,0.492950804,0.457665904,0.5534326,0.392549904,0.005830904,0.337595173,0.400462072,0.637755102,0.641515198,0,1.007762495,0.170412184,0.075712964,0.285143998,0.261309815,0.029222677,0.430961636,0.083983203,
5741,0,0.009859016,0.143020595,0.520490183,0.375845653,1.306122449,0.258583537,0.115517905,0.382653061,0,0.454545455,0,0.308872084,0.504753092,0.0095048,0,0.993571011,0.236606388,0.191961608,
5198,0.177913331,0.591540964,0.371853547,0.487547767,0.292324397,0.005830904,0.416606809,0.469772815,0.433673469,0.588055598,0.01010101,1.048617731,0.234316754,0.050475309,0.323163197,0.220480157,0,0.312658442,0.155968806,
2381,0.165205236,0.512668836,0.400457666,0.461193833,0.334085025,0.017492711,0.373509553,0.469772815,0.433673469,0.763708569,0,0.953288847,0.159761423,0.084125515,0.294648798,0.318471338,0,0.304208214,0.131973605,
5926,0,0.374642611,0.629290618,0,0,0,0,0.762418175,0.357142857,0,0.414141414,0.013618412,0.62839493,0,0.883946393,1.347378736,0,0.515463918,0.281943611,
5227,0.152497141,0.394360643,0.257437071,0.480959283,0.425958406,0,0.351960925,0.431266846,0.586734694,0.49641057,0,0.939670434,0.202364469,0.100950618,0.465735196,0.261309815,0.058445354,0.447862092,0.179964007,
3280,0.177913331,0.473232771,0.314645309,0.421662933,0.417606281,0.005830904,0.316046545,0.462071621,0.484693878,0.580418512,0.01010101,0.980525671,0.181062946,0.067300412,0.418211197,0.391964723,0,0.405610951,0.119976005,
4406,0,0.522527852,0.686498856,0.006588483,0,0,0,0.777820562,0.408163265,0,0.373737374,0,0.692299499,0,0.950479992,1.143230443,0.029222677,0.354909583,0.209958008,
2052,0,0,0,0,0,0.04664723,0.359143801,0.023103581,0,0.404765541,0,0,0,0.487927989,0,0.220480157,0.029222677,0,0.167966407,
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.803239352,
5316,0,0,0.114416476,0.467782317,0.676522175,1.06122449,0.186754777,0.046207162,0.535714286,0,0.474747475,0,0.298221323,0.412215025,0,0,0.847457627,0.219705932,0.25794841,
5796,0,0,0,0.408485967,0.684874301,0.775510204,0.294497917,0.053908356,0.484693878,0,0.383838384,0,0.170412184,0.38697737,0,0.008165932,0.847457627,0.329558898,0.227954409,
3672,0,0.364783595,0.514874142,0,0,0,0,0.716211013,0.535714286,0,0.343434343,0,0.500585792,0,0.769888794,1.404540258,0,0.473212777,0.281943611,
5672,0.216037616,0.423937691,0.600686499,0.395309,0.367493527,0.005830904,0.316046545,0.392760878,0.56122449,0.511684741,0,0.994144083,0.266269038,0.075712964,0.408706397,0.204148293,0.058445354,0.380260267,0.167966407,
5415,0.012708095,0.335206546,0.629290618,0,0,0.005830904,0,0.770119369,0.331632653,0,0.424242424,0,0.521887315,0.016825103,0.874441593,1.184060101,0.08766803,0.346459354,0.287942412,
4972,0,0,0.028604119,0,0,0.139941691,0.890676627,0.084713131,0,1.023369482,0,0,0,1.261882729,0,0.710436061,0,0,0.443911218,
4341,0.216037616,0.542245884,0.371853547,0.5929635,0.283972271,0.005830904,0.337595173,0.392760878,0.178571429,0.633878112,0.01010101,1.034999319,0.159761423,0.042062758,0.361182397,0.146986771,0.058445354,0.304208214,0.107978404,
5671,0.203329521,0.433796707,0.429061785,0.579786533,0.334085025,0.011661808,0.308863669,0.361956103,0.408163265,0.603329769,0,0.885196786,0.202364469,0.067300412,0.228115198,0.253143884,0,0.41406118,0.119976005,
3481,0.190621426,0.522527852,0.343249428,0.507313216,0.242211643,0.005830904,0.323229421,0.361956103,0.535714286,0.580418512,0,0.994144083,0.170412184,0.050475309,0.351677597,0.212314225,0,0.430961636,0.137972406,
5483,0.152497141,0.423937691,0.314645309,0.4348399,0.317380773,0,0.344778049,0.392760878,0.357142857,0.526958912,0,0.91243361,0.223665992,0.084125515,0.266134398,0.285807611,0.029222677,0.32110867,0.119976005,
2051,0,0,0,0.263539333,0.517831788,0.542274052,0.193937653,0.069310743,0.204081633,0.007637086,0.292929293,0,0.117158377,0.201901237,0,0,0.64289889,0.177454791,0.095980804,
4429,0,0,0,0,0,0.174927114,0.768567735,0.100115518,0,1.015732397,0,0,0,1.261882729,0.0095048,0.61244488,0.029222677,0,0.473905219,
5944,0,0.483091787,0.457665904,0.006588483,0,0,0,0.770119369,0.153061224,0,0.171717172,0,0.521887315,0,1.045527992,1.347378736,0,0.422511408,0.185962807,
5063,0,0.433796707,0.543478261,0.006588483,0,0,0,0.7316134,0.204081633,0,0.434343434,0.013618412,0.76685483,0,0.940975192,0.947248081,0.029222677,0.397160723,0.24595081,
4066,0.216037616,0.335206546,0.514874142,0.500724733,0.283972271,0.005830904,0.330412297,0.431266846,0.382653061,0.580418512,0,0.817104726,0.213015231,0.058887861,0.313658397,0.204148293,0.058445354,0.346459354,0.113977205,
1118,0,0,0,0,0,0,0.007182876,0,0,0,2.848484848,0,0,0,0,0,0,0,0,
5820,0.012708095,0,0.028604119,0.5139017,0.258915894,1.224489796,0.280132165,0.115517905,0.459183673,0.007637086,0.333333333,0,0.244967515,0.32808951,0,0,0.672121566,0.202805476,0.263947211,
4297,1.308933791,0.009859016,0,0.5534326,0.158690387,0.023323615,0,0.130920293,0.025510204,0,0.626262626,0.013618412,0.575141123,0.698241777,0.0095048,0,0,0.008450228,0,
5899,0,0,0,0.006588483,0,0.21574344,0.876310875,0.069310743,0,0.946998625,0,0,0,1.026331286,0,0.596113016,0.058445354,0,0.449910018,
5501,1.067479985,0,0,0.527078666,0.233859517,0.005830904,0,0.138621486,0,0.007637086,0.585858586,0,0.713601022,0.706654328,0.0095048,0,0,0.025350684,0,
3135,0,0,0.028604119,0,0,0.139941691,0.890676627,0.107816712,0,1.008095311,0.01010101,0,0,1.135694456,0,0.596113016,0,0,0.377924415,
3110,0,0,0.085812357,0.4348399,0.693226426,0.991253644,0.251400661,0.100115518,0.331632653,0,0.262626263,0,0.159761423,0.370152267,0,0.016331863,0.526008182,0.245056617,0.23995201,
4088,2.770364722,0,0,0,0,0,0,0,0,0,0.676767677,0,0,0,0,0,0,0,0,
3325,0,0,0,0.250362367,0,0,0,0,0.025510204,0,0,0,0,0.008412552,0.0380192,0,0,1.884400879,0,
4407,0.012708095,0.394360643,0.486270023,0.006588483,0,0,0.014365752,0.58529072,0.357142857,0,0.222222222,0,0.596442646,0,0.750879194,1.184060101,0,0.346459354,0.24595081,
4720,0,0,0,0,3.098638604,0.005830904,0.014365752,0,0.025510204,0,0,0,0.021301523,0,0,0,0,1.554841981,0.029994001,
3218,0,0,0.085812357,0.49413625,0.375845653,1.014577259,0.359143801,0.053908356,0.357142857,0,0.474747475,0,0.244967515,0.437452679,0,0,0.467562829,0.160554335,0.209958008,
3081,0,0.009859016,0.028604119,0.33601265,0.601353044,0.752186589,0.201120529,0.092414324,0.306122449,0,0.424242424,0,0.213015231,0.437452679,0,0,0.584453536,0.245056617,0.215956809,
2004,0.406659042,0.266193434,0.400457666,0.41507445,0.233859517,0.005830904,0.222669157,0.323450135,0.433673469,0.412402627,0.161616162,0.503881247,0.287570561,0.159838479,0.190095998,0.122488976,0,0.295757985,0.059988002,
1791,0,0,0,0,0,0,0.007182876,0,0,0.847716511,2.131313131,0,0,0,0,0,0,0,0,
4989,0,0,0,0.006588483,0.008352126,0.134110787,1.055882775,0.046207162,0,0.840079426,0,0,0,0.832842601,0,0.571615221,0,0,0.371925615,
4426,0,0,0,0,0,0.163265306,0.63209309,0.092414324,0,0.969909882,0,0,0,1.10204425,0,0.587947085,0,0,0.389922016,
5539,0.127080951,0.473232771,0.257437071,0.500724733,0.317380773,0,0.280132165,0.400462072,0.382653061,0.427676799,0,0.667302193,0.127809138,0.050475309,0.304153598,0.220480157,0,0.32110867,0.131973605,
4089,2.389121871,0,0,0,0,0,0,0,0,0,0.626262626,0,0,0,0,0,0,0,0,
3114,0,0,0,0,0,0.017492711,0,0,0,0,0,0.013618412,0,0,0,0,15.66335476,0,0,
